,order_id,user_id,estimated arrival,transaction_date
32323,1513ca14-dfe0-42e4-a6bc-e4ab3b6fd088,USER00433,8days,2021-11-11
32327,40b4d3a1-d145-4f57-8943-7017f35b54e3,USER01707,14days,2021-12-25
32342,f545e8cb-75c6-424d-8e5c-37e481e7821b,USER25373,9days,2021-10-25
32356,f4c25340-9eaf-4eba-8976-072e8b2165d9,USER47488,5days,2021-12-02
32357,6117c5e0-e59a-48fd-9852-7806a54011f8,USER57621,10days,2021-10-16
32371,55eb8fec-42d4-49d3-bb67-8efaeab0894b,USER48859,3days,2021-12-14
32402,cd71ab3d-24a5-49c9-97bb-2601952e3504,USER49118,15days,2021-11-19
32404,c1646d3f-75a4-4ec2-9380-e5567a5e005e,USER31798,7days,2021-12-10
32407,41a2af6e-634a-4f89-a894-a547b66f9886,USER22972,12days,2021-10-26
32415,e661964d-000f-4adb-8bb6-68f2334df9ca,USER24145,12days,2021-10-15
32465,e9c53769-fd24-4fe1-bef6-05bbd7f4f4b9,USER24622,15days,2021-11-14
32469,ba519716-740b-4c8e-8dc2-6a0678cd27b5,USER02326,4days,2021-11-24
32485,46f55db3-05a4-41a2-a150-8fb915cdcd04,USER60262,5days,2021-10-04
32563,df882e57-e206-460f-bf4d-09f25ad054c6,USER24211,13days,2021-11-05
32593,9211c29f-cc05-4ba3-9488-e3ff62b6feb7,USER20737,8days,2021-12-14
32615,17438a24-888a-427c-94d2-89cfb6d005c9,USER06617,10days,2021-10-04
32622,572984ef-f362-4ad2-8d14-09f4986557a3,USER09538,9days,2021-12-01
32678,172bf76a-881c-4446-8914-dd2e3f910322,USER52640,10days,2021-10-13
32699,74be03c1-9bac-40cd-be6a-794a44ad41f9,USER57144,6days,2021-12-21
32718,37d2b59e-820b-4878-b7ef-f094c00827aa,USER37433,8days,2021-12-20
32735,61d69121-d77d-46e2-8da6-a69e21465f38,USER50778,13days,2021-10-03
32754,374824ac-5f01-4009-a1a8-361404e95812,USER17792,11days,2021-11-23
32762,f23404b4-027d-4e0f-93fa-97edc6915972,USER23913,9days,2021-12-22
32776,a0754291-2246-44a2-bf5b-fcbe451494d2,USER43306,13days,2021-10-07
32794,3bd9190d-83be-43bd-b69c-2a4b94a0cc92,USER39395,7days,2021-11-17
32812,4e594b97-d617-4ecf-b196-ed47df9008a0,USER23747,6days,2021-12-03
32817,6c6f2125-6e1e-4155-b113-0fc5b247434b,USER09452,6days,2021-12-19
32825,3c1f1b6c-2491-4533-9eb8-98d7b9d71a54,USER12530,7days,2021-11-08
32826,44581d4a-1f3d-4452-aec8-980ccb2405ed,USER42269,7days,2021-12-02
32829,7245c008-adb0-4e20-9e0a-0f197ace1faf,USER50967,7days,2021-10-21
32845,2969f949-e0ab-4e7a-9d79-9f8a50539a92,USER12401,13days,2021-11-28
32852,769ebe0f-ae58-4e0b-b9e3-c108276519cd,USER06678,6days,2021-10-25
32859,fcea2bf6-6371-4ccc-baec-2f01eb947cc4,USER14758,12days,2021-12-04
32860,8c0e37d6-3751-4370-96d1-ab9a134ac948,USER41681,12days,2021-11-14
32881,0255d8a7-9e0a-49f7-bdbe-4c81c4799c13,USER39496,14days,2021-11-25
32890,8573bcf9-56ce-4bb9-98f7-769dce9dedd6,USER57487,5days,2021-10-23
32930,e52d2249-7414-47a9-bdf9-3e16e431fee4,USER11484,7days,2021-11-18
32936,b09febe5-7b8e-41d1-a18b-2566867a2431,USER03086,11days,2021-12-15
32938,85ce1d9b-97a9-459b-9efa-3e85051b4335,USER62703,8days,2021-12-27
32945,4a23b60b-bda2-46d4-beca-d96db97bf8da,USER33165,14days,2021-10-26
32951,82bc9d1e-d108-4b89-a5db-80eedd0aa87a,USER31343,5days,2021-10-08
32962,99ecce0f-fb70-4f98-85d1-33e00165440b,USER33610,13days,2021-12-01
33010,d6833973-0df9-4daa-95d7-368328b63cf6,USER61631,4days,2021-10-17
33042,a9ac0c43-dea7-41cd-bf76-4ed3ee902c1d,USER35427,15days,2021-10-12
33056,ecba7d05-c7b7-4bb5-8b34-560492ec510f,USER62304,13days,2021-10-13
33073,760a5faf-3946-465e-95f1-e5d795a8b015,USER25867,5days,2021-10-13
33080,e5c459dd-cfd3-4e15-aa0a-bd6868fb9c86,USER32534,5days,2021-11-19
33082,8d422e6c-36ac-4d05-949c-ffd7ccfa9730,USER08181,13days,2021-11-17
33110,457d0a05-3116-4aa4-baef-005eef2c3663,USER51709,8days,2021-12-14
33142,2737e7f7-f590-4c2c-85ac-811688db8101,USER52518,8days,2021-11-23
33148,1bd8ff50-69c2-45b9-9c96-a1e12f7ed8f5,USER30651,10days,2021-10-24
33158,c009afa3-e365-43e4-bf3a-1bf61e30a68e,USER48731,10days,2021-10-11
33180,b155ac32-f92b-44dd-809e-f820bbbaa960,USER36613,11days,2021-11-19
33183,74462668-f700-4af8-b5c5-b7e52c29deba,USER60512,8days,2021-12-01
33188,9b10dc4f-ffbd-4b21-812a-6d8e8737275a,USER43316,13days,2021-10-06
33195,9ab3ad85-6d49-461f-b750-5aba31959fba,USER07986,15days,2021-12-27
33216,dee438d9-4657-4b43-99ea-b597b350757d,USER32337,13days,2021-11-14
33260,8393760e-fe4f-4d45-bcde-c599b12e8408,USER17253,13days,2021-12-07
33262,48cc894e-d12d-456e-9f80-ebdb649e2614,USER18633,8days,2021-12-20
33268,aa4dee0c-79dc-4c3f-b1f3-69186b09756e,USER54365,4days,2021-12-01
33279,750fefbf-6aa9-4461-9b80-3dd9f91cba79,USER50243,6days,2021-12-08
33281,e9f52969-bfc8-4bb0-b9f0-afc2ff0110f3,USER01218,5days,2021-10-18
33288,78bfff0f-d8ae-457d-9c80-d001da26c39d,USER60963,13days,2021-11-30
33309,f6d59db9-1f65-4251-a9f2-3bcac3996c48,USER15987,13days,2021-10-25
33324,ae6dc752-c717-4e9c-a6af-597d671c0567,USER43036,3days,2021-12-09
33340,a015920f-fdb4-4204-9aba-4b5c86a9c6ef,USER58753,11days,2021-12-18
33350,0c69b556-a5e0-4044-91f9-d05ad47f7460,USER12684,12days,2021-10-09
33378,948072eb-fde9-4c11-93c2-bd32124d1bdf,USER55225,12days,2021-11-28
33390,75b75db6-1d08-416a-8cc0-100d81b3ee77,USER41076,11days,2021-11-13
33441,a2adbc7f-2dbc-4d6c-bbce-b341d0ce111a,USER33551,3days,2021-10-24
33456,1ca28e4b-58cd-466c-a341-e3021a6da176,USER11733,15days,2021-12-21
33474,78094d2f-de6e-4f46-9294-4485694794f5,USER55695,6days,2021-10-19
33489,7ddf3b53-96c3-4bd7-a598-8fbb244b52e3,USER38396,8days,2021-12-06
33495,d073a3ce-4255-4052-9ce0-1c253f1e6f67,USER55916,5days,2021-11-29
33534,b34b7f7c-9401-4a6f-ac34-d48375f73973,USER00422,10days,2021-10-31
33541,9680a6a5-9093-43c5-ab64-e139ea739236,USER34440,11days,2021-10-05
33574,de02e58d-f644-4cf1-98ae-000a02fb7c2d,USER06635,11days,2021-12-12
33589,7b546d96-e30e-41ae-b596-44f34203e5f6,USER29680,11days,2021-10-11
33591,dad6e20d-4b6d-410f-a21d-de6873dc5080,USER35582,7days,2021-11-09
33629,c9d53b6c-cb0c-4d90-854a-7902b8d7521a,USER40665,6days,2021-10-28
33636,63eca95c-ac58-4330-845c-65b653d12579,USER47366,7days,2021-10-08
33639,f99ae24d-1e23-49b5-9364-48d4c58b198d,USER36815,3days,2021-12-11
33658,ba4ffdbc-c78f-44b9-a7bb-69e951facc65,USER39584,15days,2021-12-01
33670,e0e07fb9-cb76-4182-b6d8-62d993c92662,USER05358,14days,2021-10-06
33684,f6b33607-3753-4b4c-9600-25187e4bfe4d,USER65500,8days,2021-10-05
33699,68bf2bad-34de-4407-92fa-53d7c97f4b7f,USER15957,3days,2021-10-14
33701,674bbc89-d9dd-4c19-a545-dcb3a96a2ec0,USER29918,7days,2021-10-29
33712,5384234d-1b76-43e6-b4f4-8966b24478c6,USER08834,6days,2021-11-25
33754,5694fdb2-4be8-4dae-a7a4-e8560b0131ef,USER50398,4days,2021-10-26
33763,f0533474-3dce-42eb-baa3-3d4bb59de657,USER50173,8days,2021-10-24
33765,dad9e6a3-dfed-491d-8de7-3bdd977f22de,USER24991,15days,2021-11-16
33779,923108a0-f8df-4aad-a7b2-eb10f1770884,USER02674,15days,2021-12-17
33780,c2309f54-0d6c-4746-8cb6-cdec950deff9,USER23257,7days,2021-10-26
33821,3a3645ef-49e6-420f-a469-6ed3d5786bd1,USER40648,7days,2021-10-09
33861,f8f00aae-d74e-4d69-b5f9-3e390fdaa3b0,USER44549,6days,2021-12-23
33863,419ab914-ae9d-4c17-8f42-3005428459f1,USER34590,9days,2021-12-08
33885,caed06e0-fe54-4bfb-af23-b992b883f66f,USER50765,9days,2021-10-13
33892,49602028-0887-4853-a41d-eedef57a70be,USER35636,12days,2021-10-12
33895,20a8d095-9bf9-43ab-9dfe-177b1c1c3489,USER56429,10days,2021-10-08
33910,356763ed-c6bf-467f-bcd3-b2586dfcf397,USER12573,7days,2021-11-04
33919,185b59f1-3402-4aa5-87c2-cc74a502ac4a,USER60672,12days,2021-10-17
33923,c09ae9b2-dfbc-42ca-ad94-9328ba1aae05,USER58753,6days,2021-11-22
33933,a6c4411d-6d90-4185-b74c-ee44b02139fc,USER42548,10days,2021-12-29
33936,213afb43-aa57-4edb-86c3-e6114ce92f7a,USER12489,6days,2021-12-30
33973,b2ab1622-3912-4efe-bbb1-2c5f9b5873bd,USER22233,14days,2021-11-29
33977,f02e7908-75cf-405f-bda1-f4729439003b,USER38211,13days,2021-10-25
34067,a936941e-5cbe-4579-bcb2-ffc9f4e7d501,USER33228,11days,2021-12-10
34077,9bee4c3b-88cd-4788-8cb3-8060becb3eac,USER41686,13days,2021-10-25
34134,f81106a0-4504-4d60-9f01-443d5bfdee42,USER27964,8days,2021-11-09
34144,90ef092e-0546-4288-ad4c-1bf6fb424f40,USER11250,13days,2021-12-10
34179,6bfc19a6-f774-4920-982e-6f1a34fab2d7,USER36902,15days,2021-10-08
34185,7496beed-c1b3-437a-8df7-e7ded639cad3,USER26158,4days,2021-12-04
34198,da9e5c4c-a955-4cac-8587-3545f9ea3b0b,USER23661,6days,2021-11-20
34201,7f993959-5f86-4b74-ba0d-1a4db8331895,USER07795,7days,2021-10-09
34243,27828a1e-cd9f-41ac-8e81-81f05fd26552,USER11371,15days,2021-10-18
34251,1b2986e6-a6b0-40d8-98a5-2bec7ca016b3,USER25039,13days,2021-12-25
34280,77606930-00ee-4c99-85c3-1f894892edd7,USER06632,7days,2021-12-09
34297,435448a5-909a-4c8a-ad62-6a9ab7299297,USER23000,8days,2021-10-15
34309,a57d256c-ab09-4280-b52b-fd5de9cd391c,USER29085,5days,2021-10-11
34336,c712374b-467c-4048-9e46-b780be56e3b3,USER07661,12days,2021-11-02
34365,2e60a53b-cf33-4178-8d3d-8c3e2d61657e,USER51255,11days,2021-10-14
34378,fc257d63-0633-4d18-a719-4e77d5a19ad9,USER45544,13days,2021-11-25
34385,c2bef3e5-5db3-4d14-934d-38e690a0e8e2,USER07453,12days,2021-11-12
34386,afa179f0-9ea6-4c7e-8ae6-e7e4cd949d32,USER61187,5days,2021-12-14
34405,30d2bcfd-c677-40f1-91ff-febc22851552,USER40009,5days,2021-10-15
34443,8bf89d9f-8856-4979-a169-f6c28be41d75,USER57833,5days,2021-10-31
34446,5532167c-4ec1-4fe7-b0e6-cc122bd323ab,USER15107,7days,2021-11-04
34448,6f34e71a-0b6a-447f-9836-335d49ac629f,USER16513,10days,2021-10-04
34451,b661c5ed-c74f-43dd-849f-ce0fca5821f9,USER50173,6days,2021-12-03
34453,802a95ae-2325-4ffa-b809-560c3a1fd42d,USER52715,3days,2021-12-24
34477,31bc1fb8-b2b5-4492-8967-da5f33e37679,USER35427,11days,2021-11-24
34479,ee45f992-cf4d-4a84-80ca-844836cc23be,USER10097,10days,2021-12-03
34480,4285d331-ac68-465b-9ed8-7c4594e51823,USER27643,12days,2021-11-28
34482,78442060-edce-4f57-af2f-b442f3199910,USER00914,3days,2021-12-19
34514,a07e9127-c6b2-41ab-a024-ceb159892399,USER18633,6days,2021-11-12
34522,dbf48240-3631-45c5-950f-cb6798989dd4,USER29553,5days,2021-11-17
34525,4a24ac47-c8ec-4095-b1ad-457ed24cde6a,USER15187,3days,2021-12-09
34556,3f06a1d0-540c-4ba0-b0ec-544cdc5663dd,USER16352,4days,2021-12-09
34559,bc6e3db4-67ec-4d41-a3d4-cd4655b31596,USER46747,13days,2021-12-10
34579,d8f56272-734a-4569-81fc-c5753d334d45,USER38527,14days,2021-12-20
34585,d7a15c29-d5cf-4577-a748-88c93c4c0bbe,USER06391,8days,2021-12-24
34589,46b726b6-3add-4f37-a240-554df7fd7506,USER35636,7days,2021-10-12
34616,f3b01584-d2ef-47e2-98bd-78dd7359b814,USER10125,8days,2021-10-16
34619,65a26559-d1a2-4806-b253-891c02b848fa,USER47469,8days,2021-10-13
34621,171dafbe-8474-4c4a-a318-67617ef705c5,USER33626,11days,2021-12-05
34637,7755731d-6e84-447d-9b1c-02c313b554c3,USER48115,7days,2021-11-26
34651,116edbfc-498d-4025-b2af-5e72d3eb2546,USER38188,7days,2021-10-30
34653,75316c41-9426-4cb7-bc7b-b9f18519bcfc,USER41784,3days,2021-10-09
34686,c46fe75a-d1a7-423d-a26a-93247886a37a,USER41534,7days,2021-12-17
34720,66c01a24-289b-4f7b-aabd-2d50eced2394,USER10626,12days,2021-12-22
34753,05b12be4-9d8a-4e95-9abd-175b07d8ce56,USER25493,9days,2021-10-20
34773,cafd9e49-1fba-4cc8-aecb-ace3f5aabe23,USER41483,12days,2021-10-03
34778,fbb60c4b-0972-402f-9133-1bc0a25e939c,USER16513,5days,2021-12-21
34780,a2e58255-287f-47a7-b5bc-a76b940fc8c5,USER14583,11days,2021-12-04
34781,b119d5c4-78d1-425f-936e-1ce4a38d6596,USER19746,7days,2021-11-24
34811,e6a37131-bf03-47eb-95fe-2bf31e65922e,USER64248,7days,2021-11-30
34869,3819aaef-b44a-42cd-9ee0-86fae91785a1,USER29614,5days,2021-11-19
34883,1856f619-24c9-46e2-a11a-fb55ed39d607,USER54086,5days,2021-10-10
34905,2327392a-b801-4a5f-a148-2f7bb7057142,USER10211,4days,2021-10-28
34906,adea60f4-f4dc-4843-be09-cfc3e390ef01,USER11638,14days,2021-12-09
34924,9b9fbdd6-b2c1-4d4f-85cf-7ea93d431998,USER54870,8days,2021-11-17
34934,1ac9b1ab-5fc0-4737-8a4d-009464985a52,USER19001,8days,2021-11-05
34980,ee8081b2-3234-45bf-8706-fa8cc2de4203,USER02935,6days,2021-10-02
34987,b4a792b2-dfbb-4b7f-bf05-f35092b1d9be,USER56209,8days,2021-11-26
35002,7d334555-250d-4253-b971-d57d2861a93d,USER12299,13days,2021-11-01
35027,11f78ec1-731f-48a2-8aa0-fd1e0e748c8b,USER27319,8days,2021-10-04
35029,4f4c6e0c-b937-4a95-b7af-956167ac55f3,USER55633,9days,2021-11-13
35041,06686294-d029-4452-b4f4-16c1de513718,USER63340,8days,2021-12-07
35048,aebb0674-1b77-4ade-b36c-ef2fff732918,USER29614,14days,2021-11-27
35055,3626f509-5f6c-4903-b119-8ef646b35047,USER21864,5days,2021-10-23
35088,2537b6fb-4e6c-41a4-9088-5c507fc7b507,USER25158,10days,2021-10-13
35101,b0cf7bd4-7a74-4d69-8302-17d5ffcfa793,USER49945,7days,2021-10-30
35105,dac6db1d-4208-48e6-8070-bdcf82c18834,USER45970,8days,2021-10-24
35125,7c39a6b8-145a-406c-a20f-86ffc19b0330,USER12530,12days,2021-11-06
35127,930e0c97-f85f-4520-b887-176e1196a8a2,USER41534,15days,2021-10-10
35130,19bccd3e-eccc-4e80-8282-df3cdcf18599,USER33493,14days,2021-12-30
35186,96c60f44-ea2a-4ab1-a01d-f78fe8bdbaf6,USER52495,5days,2021-11-17
35193,848f0625-7acb-4a54-87a0-54ed33aae336,USER07808,10days,2021-12-06
35197,d327130d-99b2-409e-923a-d995bbd0d556,USER05727,3days,2021-10-21
35202,383f2217-3058-4d45-8258-bb30d8051010,USER44151,8days,2021-12-20
35238,6e41ea81-4e59-4e02-9fae-54af123ad0c8,USER05421,13days,2021-10-27
35255,5a6be202-450d-44bd-94d0-e8168ef07f52,USER13542,3days,2021-10-17
35270,bd1b8751-d822-4784-89d6-d021b18321f2,USER04485,13days,2021-10-24
35281,509113fb-ee21-4d49-b742-32e47ef2ba48,USER01310,9days,2021-11-21
35286,8d7587f6-d071-41fa-a52a-20f3d1771cb0,USER38264,13days,2021-11-11
35289,80775aaa-a2f5-4206-9277-4afa76016060,USER35385,11days,2021-12-04
35315,01266213-8ce4-47e9-8734-5c13aaaac18c,USER26844,9days,2021-11-01
35318,20020e40-3d65-4dc4-98e5-b954ca81fb55,USER63288,7days,2021-12-07
35320,e0869ea5-630d-40fa-9234-00b813fcb17c,USER28342,11days,2021-12-23
35332,f39a635f-5186-4a13-9de1-c65d3b52dbc0,USER21378,8days,2021-10-31
35370,bf283c25-289c-4ea3-b582-bc712e511eff,USER31546,14days,2021-11-19
35398,6a6b515b-f42c-4e81-a2db-c691a131cad0,USER51679,8days,2021-10-26
35400,a95ed0cd-9346-4d61-91f0-fb8e563dac4a,USER50193,11days,2021-10-27
35430,42a6647b-bd00-45f9-b4dd-e5008a817b92,USER19831,15days,2021-12-04
35460,889eadf1-9ac6-4dda-9359-5a552d32450c,USER17632,10days,2021-10-19
35477,83785279-9d3a-4a3c-9e48-a367a2d03f3a,USER47547,13days,2021-10-03
35482,ecd01bfa-cf27-402d-8cd4-9c21b23726d4,USER05727,14days,2021-11-23
35484,24f542e0-4a04-4f7c-9283-3d2acd2e8dea,USER58907,11days,2021-10-18
35498,8f03cc30-5bd7-4b74-b62e-e8db72fd1b37,USER11550,9days,2021-12-27
35510,c71a2789-fca5-48c4-b994-c149f12dc23e,USER15716,7days,2021-10-26
35528,8eb9911c-b506-47d2-b84d-a27a5cb11762,USER64017,12days,2021-11-09
35542,af954d73-cab7-4ec8-b070-ca4c77024020,USER10708,8days,2021-11-26
35559,21f9e494-1919-41de-862a-af7bf5cb5f53,USER27252,13days,2021-10-04
35562,a020e4c1-cf51-4af2-8c0d-047ebdaff245,USER11101,15days,2021-10-17
35614,bdad6f16-6d43-4eca-bd79-d7dc03252a73,USER20420,9days,2021-11-09
35662,b8aae553-12c6-4516-b425-ae4b042b13d5,USER06511,10days,2021-12-28
35679,84dcde60-6584-48ed-8a1b-719ac8a1b77c,USER61339,7days,2021-10-04
35716,630cda3e-556b-4640-8a9c-a3729660d9d6,USER06922,8days,2021-10-22
35730,606e4d04-64ed-4c75-8a09-4dcac5c0e99a,USER58243,11days,2021-10-07
35732,30b9cf0f-596a-4ab7-b446-eeb515844b5f,USER63357,3days,2021-12-16
35771,cfae3ed9-3dc9-489b-a9a5-963b0e52f32e,USER64473,11days,2021-10-23
35783,eb128fd1-df6b-4efa-9256-5ea474c8b4ce,USER55508,9days,2021-10-01
35831,aafc02b6-cd8a-4145-aa85-3d85642318d2,USER55953,11days,2021-11-25
35860,b7f073fb-94ee-4e7a-9c95-e9b44c9087c5,USER21517,3days,2021-12-26
35864,3a82f06b-f004-428c-a4ef-209e36bfeb75,USER40568,6days,2021-10-31
35878,4cf59165-e815-45f6-9eb2-c61886712b6a,USER42599,11days,2021-10-16
35892,bd5904c7-f19a-4e9c-b19d-45386e0684ca,USER54327,13days,2021-10-26
35897,5cecf0ff-3dc6-46c1-b958-83fd8a7b6105,USER31450,3days,2021-12-14
35902,82f08658-2ade-45a3-a988-bfb46b574edf,USER33049,14days,2021-11-24
35920,d61f749d-4313-4858-bd9b-a942d73c1003,USER01870,10days,2021-10-10
35926,bd42747f-5c48-47fc-9620-fcb64c4c3880,USER39158,9days,2021-12-08
35933,a57a39e1-f17a-4e3e-8665-b59ae6da5615,USER58873,5days,2021-11-28
35972,0688bf8b-2b0d-4f3c-a50f-f4da68b4323f,USER61945,11days,2021-12-22
35977,4d8653af-910a-49e1-a7d9-bd3bb2c0cf97,USER08503,7days,2021-11-11
35982,275aeb7a-acce-43aa-af5f-c4f592cbf42e,USER54210,11days,2021-10-04
35989,99df62f0-4618-4e4e-98ba-c6285d6edbf6,USER05761,15days,2021-12-23
36017,f126bb0e-55f5-44e2-9fa3-a63f646d93c7,USER57091,13days,2021-10-16
36045,f2f3849e-1870-4e24-b875-8b96fa075c41,USER55068,15days,2021-12-17
36061,5761c20d-5b74-4770-b82f-268d3cef97f7,USER09887,9days,2021-11-14
36080,c3ed3636-802e-4e84-bd55-c1be85a0db4c,USER31221,10days,2021-10-25
36092,8c735308-8e31-4431-8dff-658892cc18e7,USER48272,8days,2021-12-30
36127,c0aabcec-5017-4d5f-b278-bb21247ed2e1,USER61629,11days,2021-11-07
36135,5d78ca31-dd12-47d2-9347-7fa086428fb5,USER24670,4days,2021-12-22
36142,977783e2-0095-4c5a-9269-37224e416f7b,USER56101,6days,2021-11-05
36156,5f37d39a-ea5e-4145-af96-6b8b6fb87450,USER13772,3days,2021-10-30
36163,73a2f2f3-1f2d-493c-94b3-183a248f4ed6,USER32534,7days,2021-12-23
36170,99b9b2c3-44c9-4c53-8e48-535d712f8976,USER62909,9days,2021-10-20
36180,7c745c9d-316a-40a7-8c80-92faa50a514a,USER03081,11days,2021-10-01
36201,6e38ac38-c4c2-4b84-9833-2a797e848d2f,USER50941,11days,2021-12-15
36203,29732ad8-1f7d-45fd-bdf0-70444d11f4c9,USER15237,9days,2021-10-17
36222,eb9b4b5d-7fd5-483f-89d3-a7c224614e3d,USER43108,10days,2021-11-22
36230,d4cc6b66-c3e8-4127-b6ef-e2ae54c7c886,USER28359,4days,2021-10-20
36249,aadc15b4-b063-4383-91e0-d6923c933c78,USER35385,7days,2021-10-31
36251,1c174465-1c33-49e8-bec5-e7d4a2bf4b06,USER00829,9days,2021-11-17
36263,6535a7bb-3656-4927-a14b-5c8e7a57f3bc,USER24857,11days,2021-11-09
36279,091b5312-3427-45ac-98e5-ef8b009bd14f,USER52400,13days,2021-10-02
36303,b79e6bd8-6172-41dc-a23e-58c85521688c,USER01062,15days,2021-10-31
36311,3d63d2a7-27d7-4cb4-9c5e-c2b13d55f3be,USER29432,4days,2021-11-13
36313,8f90ea44-cebf-4ff6-a22f-d033406584ba,USER30959,11days,2021-11-20
36356,2e6af44b-a03b-4eac-8d08-e9bb6c907bf8,USER54870,10days,2021-12-19
36373,7664576f-db65-4afc-8695-281ecfcf118c,USER02733,7days,2021-11-05
36382,94f5fff9-5c98-44d5-9f28-509fb00b04ac,USER02282,11days,2021-10-28
36402,db3c5c89-793b-4697-962d-1e924fa09cd9,USER21094,13days,2021-10-02
36410,4e99bfda-5a82-4656-8b57-1ae5f16bf4d4,USER36943,9days,2021-10-20
36416,053003d4-a33d-4063-9996-9ccd76d24a42,USER36854,9days,2021-11-23
36426,cb692a4d-bcf5-40a0-ab2b-540f054bd9ae,USER11250,14days,2021-11-03
36440,078520aa-cc17-4841-9859-67724668ede0,USER48585,3days,2021-10-26
36451,0d5728cb-ef6f-454c-8e40-33a35e0085f0,USER37339,12days,2021-12-12
36507,30abb770-d967-4695-b6a2-d6483dd8e90e,USER05673,6days,2021-11-10
36525,e89b0789-5e5b-4681-a3f7-e5a5e5d7d629,USER33434,15days,2021-12-25
36527,b24213fc-1b47-46bd-b1f9-906dce9b6b05,USER57860,3days,2021-11-07
36537,8d57464c-add7-49c9-aca3-675d50be1b0a,USER11445,7days,2021-10-23
36562,e001dda9-057c-4d67-ae50-094302c947df,USER01144,4days,2021-11-04
36565,716b01d7-0d47-4599-9166-8d983d5b5db4,USER32445,10days,2021-10-30
36567,b75f5e38-a324-41e6-8d2b-0f2583bd0a9f,USER22809,7days,2021-11-04
36596,8c15a811-118d-43e0-ba1e-9a95b513d6fe,USER57065,6days,2021-10-23
36600,b4ea8564-d474-4cfc-af78-0f50d2a65aa5,USER35636,8days,2021-10-08
36615,7b2d910c-80ca-4e88-8807-b1ca68ff8ac9,USER65032,6days,2021-11-26
36626,85f81ed6-827c-498b-9b05-3ad6a02972ef,USER26313,12days,2021-11-16
36633,decb7590-83b6-4497-ac6c-5c2d0e3fd57b,USER35489,9days,2021-12-09
36641,90aaad22-686f-4c0d-af29-769840780792,USER14433,15days,2021-11-13
36658,4ced3ee9-88c8-4ac4-9997-6aa9cc95aec2,USER36902,7days,2021-12-16
36665,35fcb261-f8bf-432e-bfde-76a5e44d8439,USER63623,7days,2021-10-14
36694,471199a1-4901-4e29-99bd-1245e3d35b1c,USER25267,12days,2021-10-10
36700,f03f01dd-e356-45d0-a73e-b923d184e326,USER17257,9days,2021-10-28
36703,263231f6-5ba7-4450-9d87-65b21068679f,USER39267,15days,2021-12-15
36728,3de0b4cb-6b1a-4136-a4eb-0bb75ceb8782,USER44909,8days,2021-12-15
36765,98156d85-00ab-45d7-a320-70daf69872e2,USER30567,10days,2021-10-02
36766,b3cf9543-ffe9-4a7f-a8b1-c832fe2a9f01,USER63242,7days,2021-11-21
36779,00b74d4a-e4ec-4646-b9fe-0d55ab310174,USER65313,15days,2021-11-03
36807,44388932-efe9-48aa-b992-2056ed536d39,USER53100,4days,2021-10-02
36833,3ae54366-6542-4050-a161-3f9f2f666ed3,USER59651,8days,2021-10-19
36834,5c0e05da-0a9b-4a33-99dd-93d5d01137d7,USER54329,10days,2021-12-30
36852,899f24dc-4f3f-42c1-b93b-cb880a96000b,USER00272,11days,2021-12-04
36858,ebc98a9a-d550-433d-8b98-bc0abbfaf7cd,USER39200,12days,2021-11-26
36866,f3847d78-090b-486c-8ab7-6f2d36df3f04,USER12486,14days,2021-10-20
36887,05ec9fa7-991a-44c4-87ac-c39421295c1c,USER53770,6days,2021-10-10
36907,304aef7d-01d0-4070-ae54-f2fa2943dc79,USER22877,12days,2021-10-10
36908,3d237266-cf31-4717-b7a6-72956fe0c8c2,USER52843,14days,2021-12-30
36909,30912568-e06c-487f-b826-eb9cd76abcd7,USER12542,9days,2021-11-12
36912,79a392c2-9732-427f-9ba6-c0b02b1c8758,USER24675,3days,2021-10-01
36913,967f2baa-cac5-4b43-b137-158a93b45ffe,USER53056,11days,2021-10-15
36914,6ef256db-c50c-4e72-a152-9cbc9d1e1d1e,USER08076,11days,2021-12-23
36919,8051547d-ce91-41e3-859c-7f6e44bad0c9,USER32971,9days,2021-11-26
36958,08c65d55-8a8c-4ced-968a-38a55a0388a4,USER14772,15days,2021-12-17
36971,662d12a5-7dff-4b12-9c7c-a516c9b0c45f,USER47018,4days,2021-11-23
36977,3672f4c9-60c6-4be5-b0a2-b3fe89ac9c53,USER04759,3days,2021-10-22
36986,ae738497-0831-4741-a3de-9782534df111,USER08365,5days,2021-11-28
36988,ba150408-8e3a-4a11-8f70-1b23c0e12fde,USER47240,3days,2021-12-23
37002,e5deb488-f03a-4928-a54b-e6793a3c9d8c,USER51214,3days,2021-12-26
37005,f2ad4c4d-ef3b-4c90-bda1-1372010d2a07,USER63340,10days,2021-10-09
37040,092c7b12-63ab-4259-9958-b10165f3aeac,USER63426,12days,2021-10-18
37055,93686e7c-b026-41ae-9851-6f535875876f,USER44099,7days,2021-10-24
37066,f7f0e90a-a6ad-4a69-90d2-10054b26d099,USER65172,3days,2021-11-29
37088,b4c22f9b-3117-44e3-b4ec-be8c13a8b907,USER08660,10days,2021-11-06
37119,a56f1fe2-ab53-4cf2-859b-494aab986fd0,USER41853,14days,2021-11-18
37148,9f25ac04-042a-414f-bf49-49d37765f06e,USER00557,10days,2021-12-12
37170,58de05b8-ad47-4e9e-a080-f0a0e6fef5f9,USER26701,4days,2021-10-14
37176,c8041a94-4c12-40f8-afb6-53303ec0c38a,USER18404,5days,2021-12-21
